town,flat_type,floor_area_sqm,flat_model,lease_commence_date,resale_price
KALLANG/WHAMPOA,5 ROOM,122,Improved,1998,680000
PUNGGOL,4 ROOM,92,Premium Apartment,2009,485000
WOODLANDS,4 ROOM,83,Simplified,1985,368000
BUKIT TIMAH,5 ROOM,122,Improved,1989,750000
CLEMENTI,3 ROOM,67,New Generation,1978,385000
PASIR RIS,4 ROOM,107,Model A,1990,465000
BEDOK,4 ROOM,97,New Generation,1982,370000
QUEENSTOWN,4 ROOM,92,Model A,2003,600000
PUNGGOL,5 ROOM,112,Improved,2003,446888
TAMPINES,4 ROOM,105,Model A,1996,398888
CHOA CHU KANG,4 ROOM,103,Premium Apartment,1999,375000
JURONG WEST,4 ROOM,95,Premium Apartment,2000,420000
WOODLANDS,4 ROOM,90,Premium Apartment,2004,461000
JURONG WEST,EXECUTIVE,147,Apartment,1997,542000
BEDOK,EXECUTIVE,143,Apartment,1993,765000
ANG MO KIO,3 ROOM,67,New Generation,1979,290000
MARINE PARADE,5 ROOM,122,Standard,1977,910000
BUKIT BATOK,4 ROOM,104,Model A,1984,495288
PUNGGOL,4 ROOM,99,Premium Apartment,2013,452000
SEMBAWANG,4 ROOM,94,Model A,2010,345000
TOA PAYOH,3 ROOM,67,Improved,1970,353000
YISHUN,4 ROOM,93,New Generation,1985,400000
TAMPINES,4 ROOM,104,Model A,1989,428000
JURONG WEST,4 ROOM,100,Model A,1998,416000
PUNGGOL,4 ROOM,92,Premium Apartment,2009,445000
